PROJECT	SAMPLE	PATH	TYPE
758	HCE-4							/nfs/cancer_trk0010/00000031/103638.bam		bam
758	HCE-4							/nfs/cancer_trk0005/00000017/103639.bam.bai	bam bai
758	HCE-7							/nfs/cancer_trk0010/00000031/104493.bam		bam
758	HCE-7							/nfs/cancer_trk0009/00000030/104494.bam.bai	bam bai
758	HCE-T							/nfs/cancer_trk0011/00000036/106483.bam		bam
758	HCE-T							/nfs/cancer_trk0002/00000008/106484.bam.bai	bam bai
758	HCT-116							/nfs/cancer_trk0005/00000019/69565.bam		bam
758	HCT-116							/nfs/cancer_trk0001/00000003/69566.bam.bai	bam bai
758	HCT-15							/nfs/cancer_trk0005/00000019/69577.bam		bam
758	HCT-15							/nfs/cancer_trk0001/00000003/69578.bam.bai	bam bai
758	HDLM-2							/nfs/cancer_trk0010/00000031/103983.bam		bam
758	HDLM-2							/nfs/cancer_trk0007/00000024/103984.bam.bai	bam bai
758	HD-MY-Z							/nfs/cancer_trk0010/00000033/104023.bam		bam
758	HD-MY-Z							/nfs/cancer_trk0007/00000024/104024.bam.bai	bam bai
758	HDQ-P1							/nfs/cancer_trk0007/00000023/89557.bam		bam
758	HDQ-P1							/nfs/cancer_trk0006/00000022/89558.bam.bai	bam bai
758	HEC-1							/nfs/cancer_trk0011/00000036/106485.bam		bam
758	HEC-1							/nfs/cancer_trk0002/00000008/106486.bam.bai	bam bai
758	HEL							/nfs/cancer_trk0010/00000031/103997.bam		bam
758	HEL							/nfs/cancer_trk0007/00000024/103998.bam.bai	bam bai
758	H-EMC-SS						/nfs/cancer_trk0011/00000036/106442.bam		bam
758	H-EMC-SS						/nfs/cancer_trk0002/00000008/106443.bam.bai	bam bai
758	HGC-27							/nfs/cancer_trk0005/00000019/68114.bam		bam
758	HGC-27							/nfs/cancer_trk0004/00000012/68115.bam.bai	bam bai
758	HH							/nfs/cancer_trk0010/00000031/104047.bam		bam
758	HH							/nfs/cancer_trk0009/00000030/104048.bam.bai	bam bai
758	HL-60							/nfs/cancer_trk0010/00000033/104015.bam		bam
758	HL-60							/nfs/cancer_trk0002/00000008/104016.bam.bai	bam bai
758	HLE							/nfs/cancer_trk0010/00000033/104065.bam		bam
758	HLE							/nfs/cancer_trk0009/00000030/104066.bam.bai	bam bai
758	HMV-II							/nfs/cancer_trk0010/00000031/103857.bam		bam
758	HMV-II							/nfs/cancer_trk0009/00000030/103858.bam.bai	bam bai
758	HN							/nfs/cancer_trk0010/00000033/106487.bam		bam
758	HN							/nfs/cancer_trk0002/00000008/106488.bam.bai	bam bai
758	HO-1-N-1						/nfs/cancer_trk0010/00000031/104483.bam		bam
758	HO-1-N-1						/nfs/cancer_trk0009/00000030/104484.bam.bai	bam bai
758	HO-1-u-1						/nfs/cancer_trk0007/00000023/87621.bam		bam
758	HO-1-u-1						/nfs/cancer_trk0006/00000022/87622.bam.bai	bam bai
758	HOP-62							/nfs/cancer_trk0010/00000035/307915.bam		bam
758	HOP-62							/nfs/cancer_trk0001/00000005/307916.bam.bai	bam bai
758	HOP-92							/nfs/cancer_trk0007/00000024/89535.bam		bam
758	HOP-92							/nfs/cancer_trk0006/00000022/89536.bam.bai	bam bai
758	HOS							/nfs/cancer_trk0010/00000031/103933.bam		bam
758	HOS							/nfs/cancer_trk0009/00000030/103934.bam.bai	bam bai
758	HPAC							/nfs/cancer_trk0006/00000022/86703.bam		bam
758	HPAC							/nfs/cancer_trk0006/00000022/86704.bam.bai	bam bai
758	HPAF-II							/nfs/cancer_trk0011/00000036/106475.bam		bam
758	HPAF-II							/nfs/cancer_trk0002/00000008/106476.bam.bai	bam bai
758	Hs-578-T						/nfs/cancer_trk0011/00000036/106479.bam		bam
758	Hs-578-T						/nfs/cancer_trk0002/00000008/106480.bam.bai	bam bai
758	Hs633T							/nfs/cancer_trk0007/00000023/87625.bam		bam
758	Hs633T							/nfs/cancer_trk0006/00000022/87626.bam.bai	bam bai
758	Hs683							/nfs/cancer_trk0007/00000023/87609.bam		bam
758	Hs683							/nfs/cancer_trk0007/00000023/87610.bam.bai	bam bai
758	Hs746T							/nfs/cancer_trk0005/00000019/68172.bam		bam
758	Hs746T							/nfs/cancer_trk0004/00000012/68173.bam.bai	bam bai
758	Hs944_T							/nfs/cancer_trk0011/00000038/106319.bam		bam
758	Hs944_T							/nfs/cancer_trk0002/00000008/106320.bam.bai	bam bai
758	HSC-2							/nfs/cancer_trk0011/00000036/106432.bam		bam
758	HSC-2							/nfs/cancer_trk0002/00000008/106433.bam.bai	bam bai
758	HSC-3							/nfs/cancer_trk0011/00000036/106489.bam		bam
758	HSC-3							/nfs/cancer_trk0002/00000008/106490.bam.bai	bam bai
758	HT-1080							/nfs/cancer_trk0011/00000036/106491.bam		bam
758	HT-1080							/nfs/cancer_trk0006/00000022/106492.bam.bai	bam bai
758	HT-1197							/nfs/cancer_trk0009/00000030/103793.bam		bam
758	HT-1197							/nfs/cancer_trk0009/00000030/103794.bam.bai	bam bai
758	HT-1376							/nfs/cancer_trk0009/00000030/103771.bam		bam
758	HT-1376							/nfs/cancer_trk0009/00000030/103772.bam.bai	bam bai
758	HT-144							/nfs/cancer_trk0010/00000031/103859.bam		bam
758	HT-144							/nfs/cancer_trk0009/00000030/103860.bam.bai	bam bai
758	HT-29							/nfs/cancer_trk0005/00000019/69645.bam		bam
758	HT-29							/nfs/cancer_trk0002/00000007/69646.bam.bai	bam bai
758	HT-3							/nfs/cancer_trk0007/00000024/87757.bam		bam
758	HT-3							/nfs/cancer_trk0007/00000023/87758.bam.bai	bam bai
758	HTC-C3							/nfs/cancer_trk0011/00000036/106499.bam		bam
758	HTC-C3							/nfs/cancer_trk0002/00000007/106500.bam.bai	bam bai
758	HuCCT1							/nfs/cancer_trk0010/00000031/104067.bam		bam
758	HuCCT1							/nfs/cancer_trk0009/00000030/104068.bam.bai	bam bai
758	HuH-7							/nfs/cancer_trk0005/00000019/68116.bam		bam
758	HuH-7							/nfs/cancer_trk0004/00000012/68117.bam.bai	bam bai
758	HuO-3N1							/nfs/cancer_trk0010/00000031/103953.bam		bam
758	HuO-3N1							/nfs/cancer_trk0009/00000030/103954.bam.bai	bam bai
758	HuO9							/nfs/cancer_trk0010/00000031/103901.bam		bam
758	HuO9							/nfs/cancer_trk0007/00000024/103902.bam.bai	bam bai
758	HuP-T3							/nfs/cancer_trk0005/00000019/68118.bam		bam
758	HuP-T3							/nfs/cancer_trk0004/00000012/68119.bam.bai	bam bai
758	HuP-T4							/nfs/cancer_trk0011/00000038/106333.bam		bam
758	HuP-T4							/nfs/cancer_trk0002/00000006/106334.bam.bai	bam bai
758	HUTU-80							/nfs/cancer_trk0010/00000033/106493.bam		bam
758	HUTU-80							/nfs/cancer_trk0006/00000022/106494.bam.bai	bam bai
758	IA-LM							/nfs/cancer_trk0007/00000024/89539.bam		bam
758	IA-LM							/nfs/cancer_trk0006/00000022/89540.bam.bai	bam bai
758	IGR-1							/nfs/cancer_trk0010/00000031/103861.bam		bam
758	IGR-1							/nfs/cancer_trk0009/00000030/103862.bam.bai	bam bai
758	IGR-37							/nfs/cancer_trk0007/00000023/88553.bam		bam
758	IGR-37							/nfs/cancer_trk0006/00000022/88554.bam.bai	bam bai
758	IGROV-1							/nfs/cancer_trk0009/00000030/106779.bam		bam
758	IGROV-1							/nfs/cancer_trk0009/00000030/106780.bam.bai	bam bai
758	IHH-4							/nfs/cancer_trk0007/00000023/87641.bam		bam
758	IHH-4							/nfs/cancer_trk0007/00000023/87642.bam.bai	bam bai
758	IM-9							/nfs/cancer_trk0010/00000031/104051.bam		bam
758	IM-9							/nfs/cancer_trk0009/00000030/104052.bam.bai	bam bai
758	IM-95							/nfs/cancer_trk0005/00000019/68174.bam		bam
758	IM-95							/nfs/cancer_trk0004/00000012/68175.bam.bai	bam bai
758	IMR-5							/nfs/cancer_trk0011/00000036/106495.bam		bam
758	IMR-5							/nfs/cancer_trk0002/00000008/106496.bam.bai	bam bai
758	IPC-298							/nfs/cancer_trk0011/00000036/106497.bam		bam
758	IPC-298							/nfs/cancer_trk0007/00000024/106498.bam.bai	bam bai
758	Ishikawa_Heraklio_02ER-					/nfs/cancer_trk0011/00000036/106473.bam		bam
758	Ishikawa_Heraklio_02ER-					/nfs/cancer_trk0002/00000008/106474.bam.bai	bam bai
758	IST-MEL1						/nfs/cancer_trk0010/00000031/103863.bam		bam
758	IST-MEL1						/nfs/cancer_trk0009/00000030/103864.bam.bai	bam bai
758	IST-MES1						/nfs/cancer_trk0006/00000022/86739.bam		bam
758	IST-MES1						/nfs/cancer_trk0006/00000022/86740.bam.bai	bam bai
758	IST-SL1							/nfs/cancer_trk0007/00000024/87685.bam		bam
758	IST-SL1							/nfs/cancer_trk0006/00000022/87686.bam.bai	bam bai
758	IST-SL2							/nfs/cancer_trk0007/00000024/87653.bam		bam
758	IST-SL2							/nfs/cancer_trk0006/00000022/87654.bam.bai	bam bai
758	J82							/nfs/cancer_trk0006/00000022/86765.bam		bam
758	J82							/nfs/cancer_trk0006/00000022/86766.bam.bai	bam bai
758	JHH-1							/nfs/cancer_trk0007/00000023/87639.bam		bam
758	JHH-1							/nfs/cancer_trk0007/00000023/87640.bam.bai	bam bai
758	JHH-2							/nfs/cancer_trk0007/00000023/87627.bam		bam
758	JHH-2							/nfs/cancer_trk0006/00000022/87628.bam.bai	bam bai
758	JHH-4							/nfs/cancer_trk0007/00000023/87629.bam		bam
758	JHH-4							/nfs/cancer_trk0007/00000023/87630.bam.bai	bam bai
758	JHH-6							/nfs/cancer_trk0007/00000023/87631.bam		bam
758	JHH-6							/nfs/cancer_trk0006/00000022/87632.bam.bai	bam bai
758	JHH-7							/nfs/cancer_trk0007/00000023/87633.bam		bam
758	JHH-7							/nfs/cancer_trk0006/00000022/87634.bam.bai	bam bai
758	JHU-011							/nfs/cancer_trk0011/00000038/104463.bam		bam
758	JHU-011							/nfs/cancer_trk0009/00000030/104464.bam.bai	bam bai
758	JHU-022							/nfs/cancer_trk0011/00000038/104465.bam		bam
758	JHU-022							/nfs/cancer_trk0009/00000030/104466.bam.bai	bam bai
758	JiyoyeP-2003						/nfs/cancer_trk0010/00000033/103999.bam		bam
758	JiyoyeP-2003						/nfs/cancer_trk0010/00000031/104000.bam.bai	bam bai
758	J-RT3-T3-5						/nfs/cancer_trk0010/00000031/104001.bam		bam
758	J-RT3-T3-5						/nfs/cancer_trk0007/00000024/104002.bam.bai	bam bai
758	JVM-2							/nfs/cancer_trk0010/00000033/104025.bam		bam
758	JVM-2							/nfs/cancer_trk0007/00000024/104026.bam.bai	bam bai
758	JVM-3							/nfs/cancer_trk0010/00000035/307919.bam		bam
758	JVM-3							/nfs/cancer_trk0001/00000005/307920.bam.bai	bam bai
758	K5							/nfs/cancer_trk0011/00000036/106503.bam		bam
758	K5							/nfs/cancer_trk0006/00000022/106504.bam.bai	bam bai
758	KALS-1							/nfs/cancer_trk0010/00000031/103935.bam		bam
758	KALS-1							/nfs/cancer_trk0009/00000030/103936.bam.bai	bam bai
758	KARPAS-422						/nfs/cancer_trk0010/00000031/103969.bam		bam
758	KARPAS-422						/nfs/cancer_trk0010/00000031/103970.bam.bai	bam bai
758	KARPAS-45						/nfs/cancer_trk0010/00000031/103967.bam		bam
758	KARPAS-45						/nfs/cancer_trk0007/00000024/103968.bam.bai	bam bai
758	KASUMI-1						/nfs/cancer_trk0010/00000033/107027.bam		bam
758	KASUMI-1						/nfs/cancer_trk0007/00000024/107028.bam.bai	bam bai
758	KE-37							/nfs/cancer_trk0010/00000033/104069.bam		bam
758	KE-37							/nfs/cancer_trk0010/00000031/104070.bam.bai	bam bai
758	KELLY							/nfs/cancer_trk0007/00000023/87623.bam		bam
758	KELLY							/nfs/cancer_trk0007/00000023/87624.bam.bai	bam bai
758	KG-1							/nfs/cancer_trk0011/00000037/104429.bam		bam
758	KG-1							/nfs/cancer_trk0009/00000030/104430.bam.bai	bam bai
758	KGN							/nfs/cancer_trk0011/00000038/106349.bam		bam
758	KGN							/nfs/cancer_trk0002/00000008/106350.bam.bai	bam bai
758	KINGS-1							/nfs/cancer_trk0010/00000031/103937.bam		bam
758	KINGS-1							/nfs/cancer_trk0002/00000008/103938.bam.bai	bam bai
758	KLE							/nfs/cancer_trk0010/00000033/106501.bam		bam
758	KLE							/nfs/cancer_trk0005/00000017/106502.bam.bai	bam bai
758	KM12							/nfs/cancer_trk0005/00000019/68106.bam		bam
758	KM12							/nfs/cancer_trk0004/00000012/68107.bam.bai	bam bai
758	KMOE-2							/nfs/cancer_trk0010/00000035/106414.bam		bam
758	KMOE-2							/nfs/cancer_trk0002/00000008/106415.bam.bai	bam bai
758	KMRC-1							/nfs/cancer_trk0007/00000023/88459.bam		bam
758	KMRC-1							/nfs/cancer_trk0007/00000023/88460.bam.bai	bam bai
758	KMRC-20							/nfs/cancer_trk0007/00000023/88461.bam		bam
758	KMRC-20							/nfs/cancer_trk0007/00000023/88462.bam.bai	bam bai
758	KNS-42							/nfs/cancer_trk0010/00000031/103939.bam		bam
758	KNS-42							/nfs/cancer_trk0009/00000030/103940.bam.bai	bam bai
758	KNS-62							/nfs/cancer_trk0007/00000023/87655.bam		bam
758	KNS-62							/nfs/cancer_trk0007/00000023/87656.bam.bai	bam bai
758	KNS-81-FD						/nfs/cancer_trk0010/00000031/103955.bam		bam
758	KNS-81-FD						/nfs/cancer_trk0009/00000030/103956.bam.bai	bam bai
758	KO52							/nfs/cancer_trk0011/00000038/104485.bam		bam
758	KO52							/nfs/cancer_trk0009/00000030/104486.bam.bai	bam bai
758	KON							/nfs/cancer_trk0007/00000023/87607.bam		bam
758	KON							/nfs/cancer_trk0007/00000023/87608.bam.bai	bam bai
758	KOSC-2							/nfs/cancer_trk0011/00000038/104471.bam		bam
758	KOSC-2							/nfs/cancer_trk0009/00000030/104472.bam.bai	bam bai
758	KP-1N							/nfs/cancer_trk0007/00000023/88561.bam		bam
758	KP-1N							/nfs/cancer_trk0007/00000023/88562.bam.bai	bam bai
758	KP-4							/nfs/cancer_trk0010/00000031/104487.bam		bam
758	KP-4							/nfs/cancer_trk0009/00000030/104488.bam.bai	bam bai
758	KP-N-YS							/nfs/cancer_trk0011/00000036/106505.bam		bam
758	KP-N-YS							/nfs/cancer_trk0002/00000008/106506.bam.bai	bam bai
758	KS-1							/nfs/cancer_trk0010/00000031/103941.bam		bam
758	KS-1							/nfs/cancer_trk0009/00000030/103942.bam.bai	bam bai
758	KU-19-19						/nfs/cancer_trk0009/00000030/103773.bam		bam
758	KU-19-19						/nfs/cancer_trk0009/00000030/103774.bam.bai	bam bai
758	KU812							/nfs/cancer_trk0011/00000037/106416.bam		bam
758	KU812							/nfs/cancer_trk0002/00000008/106417.bam.bai	bam bai
758	KURAMOCHI						/nfs/cancer_trk0010/00000031/106341.bam		bam
758	KURAMOCHI						/nfs/cancer_trk0006/00000022/106342.bam.bai	bam bai
758	KY821							/nfs/cancer_trk0011/00000037/105767.bam		bam
758	KY821							/nfs/cancer_trk0002/00000007/105768.bam.bai	bam bai
758	KYM-1							/nfs/cancer_trk0007/00000023/87643.bam		bam
758	KYM-1							/nfs/cancer_trk0007/00000023/87644.bam.bai	bam bai
758	KYSE-140						/nfs/cancer_trk0010/00000031/103893.bam		bam
758	KYSE-140						/nfs/cancer_trk0007/00000024/103894.bam.bai	bam bai
758	KYSE-150						/nfs/cancer_trk0010/00000031/103903.bam		bam
758	KYSE-150						/nfs/cancer_trk0007/00000024/103904.bam.bai	bam bai
758	KYSE-180						/nfs/cancer_trk0010/00000031/103905.bam		bam
758	KYSE-180						/nfs/cancer_trk0009/00000030/103906.bam.bai	bam bai
758	KYSE-220						/nfs/cancer_trk0007/00000023/88555.bam		bam
758	KYSE-220						/nfs/cancer_trk0007/00000023/88556.bam.bai	bam bai
758	KYSE-270						/nfs/cancer_trk0010/00000031/103907.bam		bam
758	KYSE-270						/nfs/cancer_trk0009/00000030/103908.bam.bai	bam bai
758	KYSE-410						/nfs/cancer_trk0010/00000031/103895.bam		bam
758	KYSE-410						/nfs/cancer_trk0009/00000030/103896.bam.bai	bam bai
758	KYSE-450						/nfs/cancer_trk0010/00000031/103865.bam		bam
758	KYSE-450						/nfs/cancer_trk0002/00000008/103866.bam.bai	bam bai
758	KYSE-50							/nfs/cancer_trk0007/00000023/88549.bam		bam
758	KYSE-50							/nfs/cancer_trk0006/00000022/88550.bam.bai	bam bai
758	KYSE-510						/nfs/cancer_trk0009/00000030/103839.bam		bam
758	KYSE-510						/nfs/cancer_trk0009/00000030/103840.bam.bai	bam bai
758	KYSE-520						/nfs/cancer_trk0009/00000030/103831.bam		bam
758	KYSE-520						/nfs/cancer_trk0009/00000030/103832.bam.bai	bam bai
758	KYSE-70							/nfs/cancer_trk0010/00000031/103897.bam		bam
758	KYSE-70							/nfs/cancer_trk0007/00000024/103898.bam.bai	bam bai
758	L-363							/nfs/cancer_trk0011/00000036/106703.bam		bam
758	L-363							/nfs/cancer_trk0010/00000031/106704.bam.bai	bam bai
758	L-428							/nfs/cancer_trk0010/00000033/104071.bam		bam
758	L-428							/nfs/cancer_trk0009/00000030/104072.bam.bai	bam bai
758	L-540							/nfs/cancer_trk0011/00000037/106418.bam		bam
758	L-540							/nfs/cancer_trk0002/00000008/106419.bam.bai	bam bai
758	LAMA-84							/nfs/cancer_trk0011/00000037/104435.bam		bam
758	LAMA-84							/nfs/cancer_trk0009/00000030/104436.bam.bai	bam bai
758	LAN-6							/nfs/cancer_trk0007/00000024/163054.bam		bam
758	LAN-6							/nfs/cancer_trk0001/00000004/163055.bam.bai	bam bai
758	LB1047-RCC						/nfs/cancer_trk0010/00000031/104489.bam		bam
758	LB1047-RCC						/nfs/cancer_trk0009/00000030/104490.bam.bai	bam bai
758	LB2241-RCC						/nfs/cancer_trk0011/00000038/104491.bam		bam
758	LB2241-RCC						/nfs/cancer_trk0009/00000030/104492.bam.bai	bam bai
758	LB2518-MEL						/nfs/cancer_trk0010/00000035/307911.bam		bam
758	LB2518-MEL						/nfs/cancer_trk0001/00000003/307912.bam.bai	bam bai
758	LB373-MEL-D						/nfs/cancer_trk0027/00000094/307913.bam		bam
758	LB373-MEL-D						/nfs/cancer_trk0001/00000003/307914.bam.bai	bam bai
758	LB647-SCLC						/nfs/cancer_trk0006/00000022/86767.bam		bam
758	LB647-SCLC						/nfs/cancer_trk0006/00000022/86768.bam.bai	bam bai
758	LB771-HNC						/nfs/cancer_trk0011/00000036/106477.bam		bam
758	LB771-HNC						/nfs/cancer_trk0002/00000008/106478.bam.bai	bam bai
758	LB831-BLC						/nfs/cancer_trk0010/00000033/312524.bam		bam
758	LB831-BLC						/nfs/cancer_trk0009/00000028/312525.bam.bai	bam bai
758	LC-1F							/nfs/cancer_trk0007/00000024/89511.bam		bam
758	LC-1F							/nfs/cancer_trk0007/00000023/89512.bam.bai	bam bai
758	LC-2-ad							/nfs/cancer_trk0007/00000024/89513.bam		bam
758	LC-2-ad							/nfs/cancer_trk0006/00000022/89514.bam.bai	bam bai
758	LC4-1							/nfs/cancer_trk0010/00000031/106420.bam		bam
758	LC4-1							/nfs/cancer_trk0002/00000008/106421.bam.bai	bam bai
758	LCLC-103H						/nfs/cancer_trk0007/00000023/89503.bam		bam
758	LCLC-103H						/nfs/cancer_trk0006/00000022/89504.bam.bai	bam bai
758	LCLC-97TM1						/nfs/cancer_trk0007/00000024/87723.bam		bam
758	LCLC-97TM1						/nfs/cancer_trk0007/00000023/87724.bam.bai	bam bai
758	LK-2							/nfs/cancer_trk0007/00000024/87733.bam		bam
758	LK-2							/nfs/cancer_trk0007/00000023/87734.bam.bai	bam bai
758	LN-18							/nfs/cancer_trk0007/00000023/87611.bam		bam
758	LN-18							/nfs/cancer_trk0007/00000023/87612.bam.bai	bam bai
758	LN-229							/nfs/cancer_trk0007/00000023/87613.bam		bam
758	LN-229							/nfs/cancer_trk0007/00000023/87614.bam.bai	bam bai
758	LN-405							/nfs/cancer_trk0009/00000030/103760.bam		bam
758	LN-405							/nfs/cancer_trk0002/00000008/103761.bam.bai	bam bai
758	LNZTA3WT4						/nfs/cancer_trk0007/00000023/87615.bam		bam
758	LNZTA3WT4						/nfs/cancer_trk0007/00000023/87616.bam.bai	bam bai
758	LOUCY							/nfs/cancer_trk0011/00000037/106701.bam		bam
758	LOUCY							/nfs/cancer_trk0009/00000030/106702.bam.bai	bam bai
758	LoVo							/nfs/cancer_trk0005/00000019/69651.bam		bam
758	LoVo							/nfs/cancer_trk0002/00000006/69652.bam.bai	bam bai
758	LOXIMVI							/nfs/cancer_trk0010/00000031/103849.bam		bam
758	LOXIMVI							/nfs/cancer_trk0007/00000024/103850.bam.bai	bam bai
758	LS-1034							/nfs/cancer_trk0005/00000019/69667.bam		bam
758	LS-1034							/nfs/cancer_trk0002/00000007/69668.bam.bai	bam bai
758	LS-123							/nfs/cancer_trk0005/00000019/69589.bam		bam
758	LS-123							/nfs/cancer_trk0001/00000003/69590.bam.bai	bam bai
758	LS-180							/nfs/cancer_trk0007/00000024/86673.bam		bam
758	LS-180							/nfs/cancer_trk0006/00000022/86674.bam.bai	bam bai
758	LS-411N							/nfs/cancer_trk0005/00000019/68120.bam		bam
758	LS-411N							/nfs/cancer_trk0004/00000012/68121.bam.bai	bam bai
758	LS-513							/nfs/cancer_trk0005/00000019/69591.bam		bam
758	LS-513							/nfs/cancer_trk0001/00000004/69592.bam.bai	bam bai
758	LU-134-A						/nfs/cancer_trk0007/00000024/89505.bam		bam
758	LU-134-A						/nfs/cancer_trk0006/00000022/89506.bam.bai	bam bai
758	LU-135							/nfs/cancer_trk0007/00000023/87713.bam		bam
758	LU-135							/nfs/cancer_trk0007/00000023/87714.bam.bai	bam bai
758	LU-139							/nfs/cancer_trk0007/00000024/89521.bam		bam
758	LU-139							/nfs/cancer_trk0007/00000023/89522.bam.bai	bam bai
758	LU-165							/nfs/cancer_trk0007/00000023/89507.bam		bam
758	LU-165							/nfs/cancer_trk0006/00000022/89508.bam.bai	bam bai
758	LU-65							/nfs/cancer_trk0007/00000023/89531.bam		bam
758	LU-65							/nfs/cancer_trk0006/00000022/89532.bam.bai	bam bai
758	LU-99A							/nfs/cancer_trk0007/00000024/89515.bam		bam
758	LU-99A							/nfs/cancer_trk0006/00000022/89516.bam.bai	bam bai
758	LXF-289							/nfs/cancer_trk0007/00000024/89509.bam		bam
758	LXF-289							/nfs/cancer_trk0006/00000022/89510.bam.bai	bam bai
758	M059J							/nfs/cancer_trk0009/00000030/103742.bam		bam
758	M059J							/nfs/cancer_trk0009/00000030/103743.bam.bai	bam bai
758	M14							/nfs/cancer_trk0010/00000031/103851.bam		bam
758	M14							/nfs/cancer_trk0009/00000030/103852.bam.bai	bam bai
758	MC116							/nfs/cancer_trk0011/00000037/106422.bam		bam
758	MC116							/nfs/cancer_trk0002/00000008/106423.bam.bai	bam bai
758	MCF7							/nfs/cancer_trk0005/00000019/69579.bam		bam
758	MCF7							/nfs/cancer_trk0001/00000003/69580.bam.bai	bam bai
758	MC-IXC							/nfs/cancer_trk0007/00000024/103730.bam		bam
758	MC-IXC							/nfs/cancer_trk0007/00000024/103731.bam.bai	bam bai
758	MDA-MB-157						/nfs/cancer_trk0005/00000019/69621.bam		bam
758	MDA-MB-157						/nfs/cancer_trk0001/00000004/69622.bam.bai	bam bai
758	MDA-MB-231						/nfs/cancer_trk0010/00000031/103879.bam		bam
758	MDA-MB-231						/nfs/cancer_trk0009/00000030/103880.bam.bai	bam bai
758	MDA-MB-361						/nfs/cancer_trk0010/00000031/103881.bam		bam
758	MDA-MB-361						/nfs/cancer_trk0002/00000008/103882.bam.bai	bam bai
758	MDA-MB-453						/nfs/cancer_trk0010/00000031/103883.bam		bam
758	MDA-MB-453						/nfs/cancer_trk0009/00000030/103884.bam.bai	bam bai
758	MDST8							/nfs/cancer_trk0007/00000024/87677.bam		bam
758	MDST8							/nfs/cancer_trk0006/00000022/87678.bam.bai	bam bai
758	ME-180							/nfs/cancer_trk0007/00000023/87731.bam		bam
758	ME-180							/nfs/cancer_trk0007/00000023/87732.bam.bai	bam bai
758	MEG-01							/nfs/cancer_trk0024/00000087/307921.bam		bam
758	MEG-01							/nfs/cancer_trk0001/00000005/307922.bam.bai	bam bai
758	MEL-HO							/nfs/cancer_trk0005/00000019/69593.bam		bam
758	MEL-HO							/nfs/cancer_trk0001/00000003/69594.bam.bai	bam bai
758	MEL-JUSO						/nfs/cancer_trk0005/00000019/69595.bam		bam
758	MEL-JUSO						/nfs/cancer_trk0001/00000005/69596.bam.bai	bam bai
758	MES-SA							/nfs/cancer_trk0011/00000039/106335.bam		bam
758	MES-SA							/nfs/cancer_trk0002/00000008/106336.bam.bai	bam bai
758	Mewo							/nfs/cancer_trk0005/00000019/69597.bam		bam
758	Mewo							/nfs/cancer_trk0001/00000004/69598.bam.bai	bam bai
758	MFH-ino							/nfs/cancer_trk0011/00000037/106900.bam		bam
758	MFH-ino							/nfs/cancer_trk0010/00000031/106901.bam.bai	bam bai
758	MFM-223							/nfs/cancer_trk0010/00000031/103891.bam		bam
758	MFM-223							/nfs/cancer_trk0009/00000030/103892.bam.bai	bam bai
758	MG-63							/nfs/cancer_trk0010/00000031/103909.bam		bam
758	MG-63							/nfs/cancer_trk0009/00000030/103910.bam.bai	bam bai
758	MHH-NB-11						/nfs/cancer_trk0007/00000024/103732.bam		bam
758	MHH-NB-11						/nfs/cancer_trk0007/00000024/103733.bam.bai	bam bai
758	MHH-PREB-1						/nfs/cancer_trk0006/00000020/106424.bam		bam
758	MHH-PREB-1						/nfs/cancer_trk0002/00000008/106425.bam.bai	bam bai
758	MIA-PaCa-2						/nfs/cancer_trk0005/00000019/68092.bam		bam
758	MIA-PaCa-2						/nfs/cancer_trk0004/00000012/68093.bam.bai	bam bai
758	MKN1							/nfs/cancer_trk0005/00000019/68122.bam		bam
758	MKN1							/nfs/cancer_trk0003/00000010/68123.bam.bai	bam bai
758	MKN28							/nfs/cancer_trk0005/00000019/68124.bam		bam
758	MKN28							/nfs/cancer_trk0003/00000011/68125.bam.bai	bam bai
758	MKN45							/nfs/cancer_trk0005/00000019/68170.bam		bam
758	MKN45							/nfs/cancer_trk0004/00000012/68171.bam.bai	bam bai
758	MKN7							/nfs/cancer_trk0005/00000019/68168.bam		bam
758	MKN7							/nfs/cancer_trk0003/00000010/68169.bam.bai	bam bai
758	ML-1							/nfs/cancer_trk0011/00000038/106321.bam		bam
758	ML-1							/nfs/cancer_trk0002/00000008/106322.bam.bai	bam bai
758	ML-2							/nfs/cancer_trk0010/00000031/104439.bam		bam
758	ML-2							/nfs/cancer_trk0009/00000030/104440.bam.bai	bam bai
758	MMAC-SF							/nfs/cancer_trk0010/00000031/103873.bam		bam
758	MMAC-SF							/nfs/cancer_trk0009/00000030/103874.bam.bai	bam bai
758	MN-60							/nfs/cancer_trk0010/00000033/105773.bam		bam
758	MN-60							/nfs/cancer_trk0010/00000031/105774.bam.bai	bam bai
758	MOLT-13							/nfs/cancer_trk0010/00000031/106426.bam		bam
758	MOLT-13							/nfs/cancer_trk0002/00000008/106427.bam.bai	bam bai
758	MOLT-4							/nfs/cancer_trk0010/00000033/104473.bam		bam
758	MOLT-4							/nfs/cancer_trk0009/00000030/104474.bam.bai	bam bai
758	MONO-MAC-6						/nfs/cancer_trk0011/00000037/104441.bam		bam
758	MONO-MAC-6						/nfs/cancer_trk0009/00000030/104442.bam.bai	bam bai
758	Mo-T							/nfs/cancer_trk0010/00000033/104073.bam		bam
758	Mo-T							/nfs/cancer_trk0007/00000024/104074.bam.bai	bam bai
758	MPP-89							/nfs/cancer_trk0006/00000022/86769.bam		bam
758	MPP-89							/nfs/cancer_trk0006/00000022/86770.bam.bai	bam bai
