PROJECT	SAMPLE	PATH	TYPE
758	MS-1							/nfs/cancer_trk0007/00000024/89523.bam		bam
758	MS-1							/nfs/cancer_trk0007/00000023/89524.bam.bai	bam bai
758	MS751							/nfs/cancer_trk0007/00000023/87635.bam		bam
758	MS751							/nfs/cancer_trk0006/00000022/87636.bam.bai	bam bai
758	MSTO-211H						/nfs/cancer_trk0006/00000022/86771.bam		bam
758	MSTO-211H						/nfs/cancer_trk0006/00000022/86772.bam.bai	bam bai
758	MUTZ-1							/nfs/cancer_trk0005/00000019/69643.bam		bam
758	MUTZ-1							/nfs/cancer_trk0001/00000005/69644.bam.bai	bam bai
758	MV-4-11							/nfs/cancer_trk0010/00000033/104475.bam		bam
758	MV-4-11							/nfs/cancer_trk0009/00000030/104476.bam.bai	bam bai
758	MZ1-PC							/nfs/cancer_trk0010/00000033/106920.bam		bam
758	MZ1-PC							/nfs/cancer_trk0010/00000031/106921.bam.bai	bam bai
758	MZ2-MEL							/nfs/cancer_trk0027/00000094/308310.bam		bam
758	MZ2-MEL							/nfs/cancer_trk0001/00000004/308311.bam.bai	bam bai
758	MZ7-mel							/nfs/cancer_trk0010/00000031/103847.bam		bam
758	MZ7-mel							/nfs/cancer_trk0009/00000030/103848.bam.bai	bam bai
758	NB12							/nfs/cancer_trk0009/00000030/106811.bam		bam
758	NB12							/nfs/cancer_trk0009/00000030/106812.bam.bai	bam bai
758	NB13							/nfs/cancer_trk0010/00000031/106353.bam		bam
758	NB13							/nfs/cancer_trk0002/00000008/106354.bam.bai	bam bai
758	NB14							/nfs/cancer_trk0011/00000037/106355.bam		bam
758	NB14							/nfs/cancer_trk0002/00000008/106356.bam.bai	bam bai
758	NB17							/nfs/cancer_trk0011/00000037/108446.bam		bam
758	NB17							/nfs/cancer_trk0009/00000027/108447.bam.bai	bam bai
758	NB5							/nfs/cancer_trk0011/00000037/106351.bam		bam
758	NB5							/nfs/cancer_trk0002/00000008/106352.bam.bai	bam bai
758	NB6							/nfs/cancer_trk0011/00000037/106813.bam		bam
758	NB6							/nfs/cancer_trk0009/00000030/106814.bam.bai	bam bai
758	NB69							/nfs/cancer_trk0007/00000024/103734.bam		bam
758	NB69							/nfs/cancer_trk0007/00000024/103735.bam.bai	bam bai
758	NB7							/nfs/cancer_trk0010/00000033/108444.bam		bam
758	NB7							/nfs/cancer_trk0009/00000027/108445.bam.bai	bam bai
758	NBsusSR							/nfs/cancer_trk0011/00000036/106809.bam		bam
758	NBsusSR							/nfs/cancer_trk0009/00000030/106810.bam.bai	bam bai
758	NCCIT							/nfs/cancer_trk0009/00000030/106805.bam		bam
758	NCCIT							/nfs/cancer_trk0009/00000030/106806.bam.bai	bam bai
758	NCI-H1048						/nfs/cancer_trk0011/00000038/106327.bam		bam
758	NCI-H1048						/nfs/cancer_trk0002/00000008/106328.bam.bai	bam bai
758	NCI-H1092						/nfs/cancer_trk0005/00000019/68077.bam		bam
758	NCI-H1092						/nfs/cancer_trk0004/00000012/68078.bam.bai	bam bai
758	NCI-H1105						/nfs/cancer_trk0007/00000023/89537.bam		bam
758	NCI-H1105						/nfs/cancer_trk0006/00000022/89538.bam.bai	bam bai
758	NCI-H1155						/nfs/cancer_trk0005/00000019/69601.bam		bam
758	NCI-H1155						/nfs/cancer_trk0001/00000005/69602.bam.bai	bam bai
758	NCI-H128						/nfs/cancer_trk0009/00000027/99863.bam		bam
758	NCI-H128						/nfs/cancer_trk0007/00000023/99864.bam.bai	bam bai
758	NCI-H1299						/nfs/cancer_trk0005/00000019/77829.bam		bam
758	NCI-H1299						/nfs/cancer_trk0005/00000019/77830.bam.bai	bam bai
758	NCI-H1355						/nfs/cancer_trk0005/00000019/77831.bam		bam
758	NCI-H1355						/nfs/cancer_trk0005/00000019/77832.bam.bai	bam bai
758	NCI-H1395						/nfs/cancer_trk0005/00000019/77819.bam		bam
758	NCI-H1395						/nfs/cancer_trk0005/00000019/77820.bam.bai	bam bai
758	NCI-H1437						/nfs/cancer_trk0005/00000019/77823.bam		bam
758	NCI-H1437						/nfs/cancer_trk0005/00000019/77824.bam.bai	bam bai
758	NCI-H146						/nfs/cancer_trk0007/00000024/87711.bam		bam
758	NCI-H146						/nfs/cancer_trk0007/00000023/87712.bam.bai	bam bai
758	NCI-H1568						/nfs/cancer_trk0007/00000023/87669.bam		bam
758	NCI-H1568						/nfs/cancer_trk0006/00000022/87670.bam.bai	bam bai
758	NCI-H1573						/nfs/cancer_trk0005/00000019/69603.bam		bam
758	NCI-H1573						/nfs/cancer_trk0001/00000005/69604.bam.bai	bam bai
758	NCI-H1581						/nfs/cancer_trk0005/00000019/68085.bam		bam
758	NCI-H1581						/nfs/cancer_trk0004/00000012/68086.bam.bai	bam bai
758	NCI-H1623						/nfs/cancer_trk0005/00000019/68073.bam		bam
758	NCI-H1623						/nfs/cancer_trk0004/00000012/68074.bam.bai	bam bai
758	NCI-H1648						/nfs/cancer_trk0015/00000052/307909.bam		bam
758	NCI-H1648						/nfs/cancer_trk0001/00000003/307910.bam.bai	bam bai
758	NCI-H1650						/nfs/cancer_trk0005/00000019/77825.bam		bam
758	NCI-H1650						/nfs/cancer_trk0005/00000019/77826.bam.bai	bam bai
758	NCI-H1651						/nfs/cancer_trk0007/00000024/87689.bam		bam
758	NCI-H1651						/nfs/cancer_trk0006/00000022/87690.bam.bai	bam bai
758	NCI-H1666						/nfs/cancer_trk0005/00000019/77835.bam		bam
758	NCI-H1666						/nfs/cancer_trk0005/00000019/77836.bam.bai	bam bai
758	NCI-H1688						/nfs/cancer_trk0007/00000023/87671.bam		bam
758	NCI-H1688						/nfs/cancer_trk0006/00000022/87672.bam.bai	bam bai
758	NCI-H1693						/nfs/cancer_trk0007/00000023/87697.bam		bam
758	NCI-H1693						/nfs/cancer_trk0006/00000022/87698.bam.bai	bam bai
758	NCI-H1694						/nfs/cancer_trk0005/00000019/69559.bam		bam
758	NCI-H1694						/nfs/cancer_trk0001/00000003/69560.bam.bai	bam bai
758	NCI-H1703						/nfs/cancer_trk0005/00000019/77837.bam		bam
758	NCI-H1703						/nfs/cancer_trk0005/00000019/77838.bam.bai	bam bai
758	NCI-H1734						/nfs/cancer_trk0007/00000024/89545.bam		bam
758	NCI-H1734						/nfs/cancer_trk0006/00000022/89546.bam.bai	bam bai
758	NCI-H1755						/nfs/cancer_trk0002/00000008/73247.bam		bam
758	NCI-H1755						/nfs/cancer_trk0001/00000003/73248.bam.bai	bam bai
758	NCI-H1770						/nfs/cancer_trk0005/00000019/69569.bam		bam
758	NCI-H1770						/nfs/cancer_trk0001/00000003/69570.bam.bai	bam bai
758	NCI-H1781						/nfs/cancer_trk0007/00000024/87679.bam		bam
758	NCI-H1781						/nfs/cancer_trk0006/00000022/87680.bam.bai	bam bai
758	NCI-H1792						/nfs/cancer_trk0005/00000019/77833.bam		bam
758	NCI-H1792						/nfs/cancer_trk0005/00000019/77834.bam.bai	bam bai
758	NCI-H1793						/nfs/cancer_trk0005/00000019/69599.bam		bam
758	NCI-H1793						/nfs/cancer_trk0001/00000003/69600.bam.bai	bam bai
758	NCI-H1838						/nfs/cancer_trk0005/00000019/80029.bam		bam
758	NCI-H1838						/nfs/cancer_trk0005/00000019/80030.bam.bai	bam bai
758	NCI-H1869						/nfs/cancer_trk0005/00000019/69627.bam		bam
758	NCI-H1869						/nfs/cancer_trk0001/00000003/69628.bam.bai	bam bai
758	NCI-H1915						/nfs/cancer_trk0007/00000023/89567.bam		bam
758	NCI-H1915						/nfs/cancer_trk0006/00000022/89568.bam.bai	bam bai
758	NCI-H196						/nfs/cancer_trk0007/00000023/89569.bam		bam
758	NCI-H196						/nfs/cancer_trk0006/00000022/89570.bam.bai	bam bai
758	NCI-H1963						/nfs/cancer_trk0007/00000024/89517.bam		bam
758	NCI-H1963						/nfs/cancer_trk0007/00000023/89518.bam.bai	bam bai
758	NCI-H1975						/nfs/cancer_trk0005/00000019/77839.bam		bam
758	NCI-H1975						/nfs/cancer_trk0005/00000019/77840.bam.bai	bam bai
758	NCI-H1993						/nfs/cancer_trk0005/00000019/69605.bam		bam
758	NCI-H1993						/nfs/cancer_trk0001/00000005/69606.bam.bai	bam bai
758	NCI-H2009						/nfs/cancer_trk0005/00000019/80035.bam		bam
758	NCI-H2009						/nfs/cancer_trk0005/00000019/80036.bam.bai	bam bai
758	NCI-H2023						/nfs/cancer_trk0007/00000023/89571.bam		bam
758	NCI-H2023						/nfs/cancer_trk0007/00000023/89572.bam.bai	bam bai
758	NCI-H2029						/nfs/cancer_trk0007/00000024/89529.bam		bam
758	NCI-H2029						/nfs/cancer_trk0007/00000023/89530.bam.bai	bam bai
758	NCI-H2030						/nfs/cancer_trk0005/00000019/80031.bam		bam
758	NCI-H2030						/nfs/cancer_trk0005/00000019/80032.bam.bai	bam bai
758	NCI-H2052						/nfs/cancer_trk0005/00000019/69563.bam		bam
758	NCI-H2052						/nfs/cancer_trk0001/00000003/69564.bam.bai	bam bai
758	NCI-H2081						/nfs/cancer_trk0007/00000024/89547.bam		bam
758	NCI-H2081						/nfs/cancer_trk0006/00000022/89548.bam.bai	bam bai
758	NCI-H2085						/nfs/cancer_trk0007/00000023/89579.bam		bam
758	NCI-H2085						/nfs/cancer_trk0007/00000023/89580.bam.bai	bam bai
758	NCI-H2087						/nfs/cancer_trk0005/00000019/69573.bam		bam
758	NCI-H2087						/nfs/cancer_trk0001/00000003/69574.bam.bai	bam bai
758	NCI-H209						/nfs/cancer_trk0009/00000029/89519.bam		bam
758	NCI-H209						/nfs/cancer_trk0007/00000024/89520.bam.bai	bam bai
758	NCI-H211						/nfs/cancer_trk0007/00000023/89573.bam		bam
758	NCI-H211						/nfs/cancer_trk0007/00000023/89574.bam.bai	bam bai
758	NCI-H2122						/nfs/cancer_trk0005/00000019/77827.bam		bam
758	NCI-H2122						/nfs/cancer_trk0005/00000019/77828.bam.bai	bam bai
758	NCI-H2126						/nfs/cancer_trk0001/00000005/73237.bam		bam
758	NCI-H2126						/nfs/cancer_trk0001/00000003/73238.bam.bai	bam bai
758	NCI-H2170						/nfs/cancer_trk0001/00000005/80223.bam		bam
758	NCI-H2170						/nfs/cancer_trk0001/00000003/80224.bam.bai	bam bai
758	NCI-H2171						/nfs/cancer_trk0007/00000024/89541.bam		bam
758	NCI-H2171						/nfs/cancer_trk0006/00000022/89542.bam.bai	bam bai
758	NCI-H2196						/nfs/cancer_trk0007/00000023/87717.bam		bam
758	NCI-H2196						/nfs/cancer_trk0007/00000023/87718.bam.bai	bam bai
758	NCI-H2228						/nfs/cancer_trk0002/00000008/80225.bam		bam
758	NCI-H2228						/nfs/cancer_trk0001/00000003/80226.bam.bai	bam bai
758	NCI-H226						/nfs/cancer_trk0003/00000009/80229.bam		bam
758	NCI-H226						/nfs/cancer_trk0001/00000003/80230.bam.bai	bam bai
758	NCI-H2291						/nfs/cancer_trk0007/00000024/87705.bam		bam
758	NCI-H2291						/nfs/cancer_trk0007/00000023/87706.bam.bai	bam bai
758	NCI-H23							/nfs/cancer_trk0003/00000009/80231.bam		bam
758	NCI-H23							/nfs/cancer_trk0001/00000003/80232.bam.bai	bam bai
758	NCI-H2342						/nfs/cancer_trk0007/00000024/87699.bam		bam
758	NCI-H2342						/nfs/cancer_trk0006/00000022/87700.bam.bai	bam bai
758	NCI-H2347						/nfs/cancer_trk0007/00000024/98486.bam		bam
758	NCI-H2347						/nfs/cancer_trk0003/00000009/98487.bam.bai	bam bai
758	NCI-H2405						/nfs/cancer_trk0005/00000019/68075.bam		bam
758	NCI-H2405						/nfs/cancer_trk0004/00000012/68076.bam.bai	bam bai
758	NCI-H2444						/nfs/cancer_trk0007/00000023/89577.bam		bam
758	NCI-H2444						/nfs/cancer_trk0006/00000022/89578.bam.bai	bam bai
758	NCI-H2452						/nfs/cancer_trk0006/00000022/86773.bam		bam
758	NCI-H2452						/nfs/cancer_trk0006/00000022/86774.bam.bai	bam bai
758	NCI-H28							/nfs/cancer_trk0007/00000024/95133.bam		bam
758	NCI-H28							/nfs/cancer_trk0006/00000022/95134.bam.bai	bam bai
758	NCI-H292						/nfs/cancer_trk0002/00000008/80227.bam		bam
758	NCI-H292						/nfs/cancer_trk0001/00000003/80228.bam.bai	bam bai
758	NCI-H322M						/nfs/cancer_trk0007/00000024/87709.bam		bam
758	NCI-H322M						/nfs/cancer_trk0007/00000023/87710.bam.bai	bam bai
758	NCI-H345						/nfs/cancer_trk0011/00000039/106329.bam		bam
758	NCI-H345						/nfs/cancer_trk0002/00000008/106330.bam.bai	bam bai
758	NCI-H358						/nfs/cancer_trk0005/00000019/80483.bam		bam
758	NCI-H358						/nfs/cancer_trk0003/00000009/80484.bam.bai	bam bai
758	NCI-H378						/nfs/cancer_trk0005/00000019/69561.bam		bam
758	NCI-H378						/nfs/cancer_trk0001/00000003/69562.bam.bai	bam bai
758	NCI-H441						/nfs/cancer_trk0005/00000018/80481.bam		bam
758	NCI-H441						/nfs/cancer_trk0003/00000009/80482.bam.bai	bam bai
758	NCI-H446						/nfs/cancer_trk0007/00000024/87701.bam		bam
758	NCI-H446						/nfs/cancer_trk0006/00000022/87702.bam.bai	bam bai
758	NCI-H460						/nfs/cancer_trk0005/00000017/80475.bam		bam
758	NCI-H460						/nfs/cancer_trk0003/00000009/80476.bam.bai	bam bai
758	NCI-H510A						/nfs/cancer_trk0007/00000024/87687.bam		bam
758	NCI-H510A						/nfs/cancer_trk0006/00000022/87688.bam.bai	bam bai
758	NCI-H520						/nfs/cancer_trk0005/00000017/80479.bam		bam
758	NCI-H520						/nfs/cancer_trk0003/00000009/80480.bam.bai	bam bai
758	NCI-H522						/nfs/cancer_trk0005/00000018/80477.bam		bam
758	NCI-H522						/nfs/cancer_trk0003/00000009/80478.bam.bai	bam bai
758	NCI-H526						/nfs/cancer_trk0001/00000005/73239.bam		bam
758	NCI-H526						/nfs/cancer_trk0001/00000003/73240.bam.bai	bam bai
758	NCI-H596						/nfs/cancer_trk0002/00000008/73245.bam		bam
758	NCI-H596						/nfs/cancer_trk0001/00000003/73246.bam.bai	bam bai
758	NCI-H630						/nfs/cancer_trk0011/00000037/106446.bam		bam
758	NCI-H630						/nfs/cancer_trk0004/00000012/106447.bam.bai	bam bai
758	NCI-H64							/nfs/cancer_trk0007/00000024/87703.bam		bam
758	NCI-H64							/nfs/cancer_trk0007/00000023/87704.bam.bai	bam bai
758	NCI-H647						/nfs/cancer_trk0007/00000024/86657.bam		bam
758	NCI-H647						/nfs/cancer_trk0006/00000022/86658.bam.bai	bam bai
758	NCI-H650						/nfs/cancer_trk0005/00000019/69571.bam		bam
758	NCI-H650						/nfs/cancer_trk0001/00000003/69572.bam.bai	bam bai
758	NCI-H661						/nfs/cancer_trk0004/00000012/80471.bam		bam
758	NCI-H661						/nfs/cancer_trk0003/00000009/80472.bam.bai	bam bai
758	NCI-H69							/nfs/cancer_trk0002/00000008/73241.bam		bam
758	NCI-H69							/nfs/cancer_trk0001/00000003/73242.bam.bai	bam bai
758	NCI-H716						/nfs/cancer_trk0005/00000019/69653.bam		bam
758	NCI-H716						/nfs/cancer_trk0001/00000003/69654.bam.bai	bam bai
758	NCI-H720						/nfs/cancer_trk0011/00000038/106325.bam		bam
758	NCI-H720						/nfs/cancer_trk0002/00000008/106326.bam.bai	bam bai
758	NCI-H727						/nfs/cancer_trk0009/00000027/102550.bam		bam
758	NCI-H727						/nfs/cancer_trk0001/00000004/102551.bam.bai	bam bai
758	NCI-H747						/nfs/cancer_trk0005/00000019/68136.bam		bam
758	NCI-H747						/nfs/cancer_trk0004/00000012/68137.bam.bai	bam bai
758	NCI-H748						/nfs/cancer_trk0007/00000024/87719.bam		bam
758	NCI-H748						/nfs/cancer_trk0006/00000022/87720.bam.bai	bam bai
758	NCI-H810						/nfs/cancer_trk0005/00000019/80487.bam		bam
758	NCI-H810						/nfs/cancer_trk0003/00000009/80488.bam.bai	bam bai
758	NCI-H82							/nfs/cancer_trk0002/00000008/73243.bam		bam
758	NCI-H82							/nfs/cancer_trk0001/00000003/73244.bam.bai	bam bai
758	NCI-H838						/nfs/cancer_trk0011/00000038/106343.bam		bam
758	NCI-H838						/nfs/cancer_trk0002/00000008/106344.bam.bai	bam bai
758	NCI-N87							/nfs/cancer_trk0005/00000019/68138.bam		bam
758	NCI-N87							/nfs/cancer_trk0004/00000012/68139.bam.bai	bam bai
758	NCI-SNU-1						/nfs/cancer_trk0005/00000019/68126.bam		bam
758	NCI-SNU-1						/nfs/cancer_trk0004/00000012/68127.bam.bai	bam bai
758	NCI-SNU-16						/nfs/cancer_trk0005/00000019/68130.bam		bam
758	NCI-SNU-16						/nfs/cancer_trk0003/00000010/68131.bam.bai	bam bai
758	NCI-SNU-5						/nfs/cancer_trk0005/00000019/68128.bam		bam
758	NCI-SNU-5						/nfs/cancer_trk0004/00000012/68129.bam.bai	bam bai
758	NH-12							/nfs/cancer_trk0011/00000037/106444.bam		bam
758	NH-12							/nfs/cancer_trk0001/00000003/106445.bam.bai	bam bai
758	NKM-1							/nfs/cancer_trk0010/00000033/104477.bam		bam
758	NKM-1							/nfs/cancer_trk0009/00000030/104478.bam.bai	bam bai
758	NMC-G1							/nfs/cancer_trk0010/00000031/103943.bam		bam
758	NMC-G1							/nfs/cancer_trk0009/00000030/103944.bam.bai	bam bai
758	no-10							/nfs/cancer_trk0010/00000031/103947.bam		bam
758	no-10							/nfs/cancer_trk0009/00000030/103948.bam.bai	bam bai
758	no-11							/nfs/cancer_trk0010/00000031/103945.bam		bam
758	no-11							/nfs/cancer_trk0009/00000030/103946.bam.bai	bam bai
758	NOMO-1							/nfs/cancer_trk0010/00000031/104055.bam		bam
758	NOMO-1							/nfs/cancer_trk0009/00000030/104056.bam.bai	bam bai
758	NOS-1							/nfs/cancer_trk0010/00000031/103921.bam		bam
758	NOS-1							/nfs/cancer_trk0009/00000030/103922.bam.bai	bam bai
758	NTERA-2cl-D1						/nfs/cancer_trk0073/00000283/1733040.bam	bam
758	NTERA-2cl-D1						/nfs/cancer_trk0073/00000283/1733041.bam.bai	bam bai
758	NUGC-3							/nfs/cancer_trk0005/00000019/68134.bam		bam
758	NUGC-3							/nfs/cancer_trk0004/00000012/68135.bam.bai	bam bai
758	NY							/nfs/cancer_trk0010/00000031/103919.bam		bam
758	NY							/nfs/cancer_trk0007/00000024/103920.bam.bai	bam bai
758	OAW-28							/nfs/cancer_trk0011/00000038/106902.bam		bam
758	OAW-28							/nfs/cancer_trk0010/00000031/106903.bam.bai	bam bai
758	OAW-42							/nfs/cancer_trk0010/00000033/108440.bam		bam
758	OAW-42							/nfs/cancer_trk0009/00000027/108441.bam.bai	bam bai
758	OC-314							/nfs/cancer_trk0011/00000038/106886.bam		bam
758	OC-314							/nfs/cancer_trk0010/00000031/106887.bam.bai	bam bai
758	OCI-AML2						/nfs/cancer_trk0011/00000037/104431.bam		bam
758	OCI-AML2						/nfs/cancer_trk0009/00000030/104432.bam.bai	bam bai
758	OCI-AML3						/nfs/cancer_trk0015/00000052/307907.bam		bam
758	OCI-AML3						/nfs/cancer_trk0001/00000003/307908.bam.bai	bam bai
758	OCUB-M							/nfs/cancer_trk0010/00000031/103885.bam		bam
758	OCUB-M							/nfs/cancer_trk0009/00000030/103886.bam.bai	bam bai
758	OE19							/nfs/cancer_trk0005/00000019/68156.bam		bam
758	OE19							/nfs/cancer_trk0004/00000012/68157.bam.bai	bam bai
758	OE21							/nfs/cancer_trk0007/00000023/88551.bam		bam
758	OE21							/nfs/cancer_trk0006/00000022/88552.bam.bai	bam bai
758	OE33							/nfs/cancer_trk0010/00000031/103917.bam		bam
758	OE33							/nfs/cancer_trk0002/00000008/103918.bam.bai	bam bai
758	OMC-1							/nfs/cancer_trk0007/00000024/87753.bam		bam
758	OMC-1							/nfs/cancer_trk0007/00000023/87754.bam.bai	bam bai
758	ONS-76							/nfs/cancer_trk0005/00000019/68087.bam		bam
758	ONS-76							/nfs/cancer_trk0004/00000012/68088.bam.bai	bam bai
758	OSC-19							/nfs/cancer_trk0011/00000039/106323.bam		bam
758	OSC-19							/nfs/cancer_trk0002/00000008/106324.bam.bai	bam bai
758	OSC-20							/nfs/cancer_trk0007/00000023/87597.bam		bam
758	OSC-20							/nfs/cancer_trk0007/00000023/87598.bam.bai	bam bai
758	OS-RC-2							/nfs/cancer_trk0010/00000033/106448.bam		bam
758	OS-RC-2							/nfs/cancer_trk0002/00000008/106449.bam.bai	bam bai
758	OVCAR-3							/nfs/cancer_trk0010/00000033/106880.bam		bam
758	OVCAR-3							/nfs/cancer_trk0010/00000031/106881.bam.bai	bam bai
758	OVCAR-4							/nfs/cancer_trk0011/00000038/106882.bam		bam
758	OVCAR-4							/nfs/cancer_trk0010/00000031/106883.bam.bai	bam bai
758	OVCAR-5							/nfs/cancer_trk0005/00000019/68104.bam		bam
758	OVCAR-5							/nfs/cancer_trk0004/00000012/68105.bam.bai	bam bai
758	OVCAR-8							/nfs/cancer_trk0010/00000033/106884.bam		bam
758	OVCAR-8							/nfs/cancer_trk0010/00000031/106885.bam.bai	bam bai
758	OVISE							/nfs/cancer_trk0007/00000023/87599.bam		bam
758	OVISE							/nfs/cancer_trk0007/00000023/87600.bam.bai	bam bai
758	OVKATE							/nfs/cancer_trk0007/00000023/89549.bam		bam
758	OVKATE							/nfs/cancer_trk0006/00000022/89550.bam.bai	bam bai
758	OVMIU							/nfs/cancer_trk0007/00000023/89551.bam		bam
758	OVMIU							/nfs/cancer_trk0007/00000023/89552.bam.bai	bam bai
758	P12-ICHIKAWA						/nfs/cancer_trk0024/00000087/307923.bam		bam
758	P12-ICHIKAWA						/nfs/cancer_trk0001/00000004/307924.bam.bai	bam bai
758	P31-FUJ							/nfs/cancer_trk0011/00000037/105775.bam		bam
758	P31-FUJ							/nfs/cancer_trk0002/00000006/105776.bam.bai	bam bai
758	P32-ISH							/nfs/cancer_trk0007/00000023/88563.bam		bam
758	P32-ISH							/nfs/cancer_trk0006/00000022/88564.bam.bai	bam bai
758	PA-1							/nfs/cancer_trk0005/00000019/69655.bam		bam
758	PA-1							/nfs/cancer_trk0001/00000005/69656.bam.bai	bam bai
758	PANC-03-27						/nfs/cancer_trk0011/00000037/106460.bam		bam
758	PANC-03-27						/nfs/cancer_trk0002/00000008/106461.bam.bai	bam bai
758	PANC-08-13						/nfs/cancer_trk0011/00000037/106462.bam		bam
758	PANC-08-13						/nfs/cancer_trk0005/00000017/106463.bam.bai	bam bai
758	PANC-10-05						/nfs/cancer_trk0010/00000033/106464.bam		bam
758	PANC-10-05						/nfs/cancer_trk0002/00000008/106465.bam.bai	bam bai
758	PA-TU-8988T						/nfs/cancer_trk0007/00000023/89581.bam		bam
758	PA-TU-8988T						/nfs/cancer_trk0006/00000022/89582.bam.bai	bam bai
758	PC-14							/nfs/cancer_trk0007/00000023/87707.bam		bam
758	PC-14							/nfs/cancer_trk0006/00000022/87708.bam.bai	bam bai
758	PC-3							/nfs/cancer_trk0024/00000087/272282.bam		bam
758	PC-3							/nfs/cancer_trk0004/00000016/272283.bam.bai	bam bai
758	PC-3_JPC-3						/nfs/cancer_trk0007/00000023/89575.bam		bam
758	PC-3_JPC-3						/nfs/cancer_trk0007/00000023/89576.bam.bai	bam bai
758	PCI-15A							/nfs/cancer_trk0011/00000038/106876.bam		bam
758	PCI-15A							/nfs/cancer_trk0010/00000031/106877.bam.bai	bam bai
758	PCI-30							/nfs/cancer_trk0011/00000037/106842.bam		bam
758	PCI-30							/nfs/cancer_trk0009/00000030/106843.bam.bai	bam bai
758	PCI-38							/nfs/cancer_trk0011/00000038/106878.bam		bam
758	PCI-38							/nfs/cancer_trk0010/00000031/106879.bam.bai	bam bai
758	PCI-4B							/nfs/cancer_trk0011/00000037/108436.bam		bam
758	PCI-4B							/nfs/cancer_trk0009/00000027/108437.bam.bai	bam bai
758	PCI-6A							/nfs/cancer_trk0011/00000037/106840.bam		bam
758	PCI-6A							/nfs/cancer_trk0009/00000030/106841.bam.bai	bam bai
758	PE_CA-PJ15						/nfs/cancer_trk0007/00000023/90903.bam		bam
758	PE_CA-PJ15						/nfs/cancer_trk0005/00000017/90904.bam.bai	bam bai
758	PFSK-1							/nfs/cancer_trk0024/00000087/272280.bam		bam
758	PFSK-1							/nfs/cancer_trk0004/00000016/272281.bam.bai	bam bai
758	PL18							/nfs/cancer_trk0011/00000037/106430.bam		bam
758	PL18							/nfs/cancer_trk0005/00000017/106431.bam.bai	bam bai
758	PSN1							/nfs/cancer_trk0010/00000033/106456.bam		bam
758	PSN1							/nfs/cancer_trk0005/00000017/106457.bam.bai	bam bai
758	QIMR-WIL						/nfs/cancer_trk0027/00000094/307927.bam		bam
758	QIMR-WIL						/nfs/cancer_trk0001/00000005/307928.bam.bai	bam bai
758	Raji							/nfs/cancer_trk0010/00000031/104075.bam		bam
758	Raji							/nfs/cancer_trk0007/00000024/104076.bam.bai	bam bai
758	Ramos-2G6-4C10						/nfs/cancer_trk0010/00000033/104057.bam		bam
758	Ramos-2G6-4C10						/nfs/cancer_trk0007/00000024/104058.bam.bai	bam bai
758	RCC10RGB						/nfs/cancer_trk0011/00000038/106454.bam		bam
758	RCC10RGB						/nfs/cancer_trk0003/00000009/106455.bam.bai	bam bai
758	RCM-1							/nfs/cancer_trk0005/00000019/69607.bam		bam
758	RCM-1							/nfs/cancer_trk0001/00000003/69608.bam.bai	bam bai
758	RD							/nfs/cancer_trk0009/00000030/106846.bam		bam
758	RD							/nfs/cancer_trk0009/00000030/106847.bam.bai	bam bai
758	REH							/nfs/cancer_trk0011/00000037/104445.bam		bam
758	REH							/nfs/cancer_trk0009/00000030/104446.bam.bai	bam bai
758	RERF-GC-1B						/nfs/cancer_trk0005/00000019/68176.bam		bam
758	RERF-GC-1B						/nfs/cancer_trk0004/00000012/68177.bam.bai	bam bai
758	RERF-LC-FM						/nfs/cancer_trk0007/00000023/87721.bam		bam
758	RERF-LC-FM						/nfs/cancer_trk0007/00000023/87722.bam.bai	bam bai
758	RERF-LC-MS						/nfs/cancer_trk0007/00000023/87691.bam		bam
758	RERF-LC-MS						/nfs/cancer_trk0006/00000022/87692.bam.bai	bam bai
758	RERF-LC-Sq1						/nfs/cancer_trk0007/00000023/87673.bam		bam
758	RERF-LC-Sq1						/nfs/cancer_trk0006/00000022/87674.bam.bai	bam bai
758	RF-48							/nfs/cancer_trk0009/00000030/103736.bam		bam
758	RF-48							/nfs/cancer_trk0007/00000024/103737.bam.bai	bam bai
758	RH-1							/nfs/cancer_trk0010/00000033/106866.bam		bam
758	RH-1							/nfs/cancer_trk0009/00000030/106867.bam.bai	bam bai
758	RH-41							/nfs/cancer_trk0005/00000019/68178.bam		bam
758	RH-41							/nfs/cancer_trk0004/00000012/68179.bam.bai	bam bai
758	RKO							/nfs/cancer_trk0005/00000019/68140.bam		bam
758	RKO							/nfs/cancer_trk0004/00000012/68141.bam.bai	bam bai
758	RL							/nfs/cancer_trk0011/00000038/106345.bam		bam
758	RL							/nfs/cancer_trk0002/00000008/106346.bam.bai	bam bai
758	RMG-I							/nfs/cancer_trk0011/00000038/106888.bam		bam
758	RMG-I							/nfs/cancer_trk0010/00000031/106889.bam.bai	bam bai
758	RO82-W-1						/nfs/cancer_trk0011/00000037/108442.bam		bam
758	RO82-W-1						/nfs/cancer_trk0009/00000027/108443.bam.bai	bam bai
758	RPMI-2650						/nfs/cancer_trk0010/00000033/106848.bam		bam
758	RPMI-2650						/nfs/cancer_trk0007/00000024/106849.bam.bai	bam bai
758	RPMI-6666						/nfs/cancer_trk0010/00000031/104077.bam		bam
758	RPMI-6666						/nfs/cancer_trk0009/00000030/104078.bam.bai	bam bai
758	RPMI-7951						/nfs/cancer_trk0012/team78/00000042/307929.bam	bam
